db_col_name,csv_col_name
Optus_In_House_Merc_Date,Optus_In_House_Merc_Date
Hardship_Start_Date,Hardship_Start_Date
Hardship_End_Date,Hardship_End_Date
Payplan_Status_Receipt_Details,Payplan_Status_Receipt_Details
Person_3_Type_Code,Person_3_Type_Code
Person_3_Id,Person_3_Id
Person_3_Customer_Id,Person_3_Customer_Id
Person_3_Surname,Person_3_Surname
Cust1_Postal_Name_1,Cust1_Postal_Name_1
Person_3_First_Name,Person_3_First_Name
Cust1_Postal_Name_2,Cust1_Postal_Name_2
Person_3_Salutation,Person_3_Salutation
Person_3_Gender,Person_3_Gender
Person_3_Date_Of_Birth,Person_3_Date_Of_Birth
Cust2_Postal_Name1,Cust2_Postal_Name1
Cust2_Postal_Name_2,Cust2_Postal_Name_2
Cust_1_Reference_Number,Cust_1_Reference_Number
Cust_2_Reference_Number,Cust_2_Reference_Number
Person_4_Type_Code,Person_4_Type_Code
Person_4_Id,Person_4_Id
Person_4_Customer_Id,Person_4_Customer_Id
Person_4_Surname,Person_4_Surname
Cust1_Res_Name_1,Cust1_Res_Name_1
Person_4_First_Name,Person_4_First_Name
Cust1_Res_Name_2,Cust1_Res_Name_2
Person_4_Salutation,Person_4_Salutation
Person_4_Gender,Person_4_Gender
Person_4_Date_Of_Birth,Person_4_Date_Of_Birth
Cust2_Res_Name_1,Cust2_Res_Name_1
Cust2_Res_Name_2,Cust2_Res_Name_2
Original_Account_Open_Date,Original_Account_Open_Date
Loan_Reschedule_Date,Loan_Reschedule_Date
Primary_Customer_Start_Date,Primary_Customer_Start_Date
Employment_Status,Employment_Status
Block_Release_Code,Block_Release_Code
Block_Reclass_Date,Block_Reclass_Date
Employment_Date,Employment_Date
Preferred_Contact_Method,Preferred_Contact_Method
Di_Payterms,Di_Payterms
Di_Company,Di_Company
Doc_Reference,Doc_Reference
Reason_for_Referral_Reason_For_Finalised_Account,Reason_for_Referral_Reason_For_Finalised_Account
Vehicle_Make,Vehicle_Make
Id_Type,Id_Type
Id_Number,Id_Number
Expected_Recall_Date,Expected_Recall_Date
Vehicle_Model_Last_Default,Vehicle_Model_Last_Default
Vehicle_Colour_Last_Default_Recall,Vehicle_Colour_Last_Default_Recall
Vehicle_Year_Final_Exclusion,Vehicle_Year_Final_Exclusion
Service_Phone,Service_Phone
Default_Reported_Letter_Date,Default_Reported_Letter_Date
Default_Reported_Letter_Amount,Default_Reported_Letter_Amount
Referral_Type,Referral_Type
Referral_Date_NPII_Date,Referral_Date_NPII_Date
Instalment_Frequency,Instalment_Frequency
Delinquent_Date,Delinquent_Date
Number_Of_Arrangement_Payments,Number_Of_Arrangement_Payments
Arrangement_Review_Date,Arrangement_Review_Date
Premise_Id,Premise_Id
Premise_Type,Premise_Type
MIRN,MIRN
Security_Discharge_Date,Security_Discharge_Date
Other_Email_Addresses,Other_Email_Addresses
Bill_To,Bill_To
Fee_Amount,Fee_Water_Fee
SP_RP_BUP,SP_RP_BUP
SP_RP_BUP_Number,SP_RP_BUP_Number
Return_Mail_Flag,Return_Mail_Flag
Recall_Days,Recall_Days
Special_Case,Special_Case
Loan_Type,Loan_Type
Loss_Reason_Motor_Loss_Category,Loss_Reason_Motor_Loss_Category
Di_S88amt,Di_S88amt
Account_Reference_Full_Account_Number,Account_Reference_Full_Account_Number
Plaint_No,Plaint._No.
Service_Fee,Service_Fee
Summons_Amount,Summons_Amount
Kilometer_Fee,Kilometer_Fee
Search_Fee,Search_Fee
Judg_Courts,Judg_Courts
Judgement_Amt_Sought,Judgement_Amt_Sought
Debits,Debits
Offer_Percentage,Offer_Percentage
Credit_Date_Debtor,Credit_Date_Debtor
Nab_Hon_Host_Flag,Nab_Hon_Host_Flag
Amt_Exceeded_Limit_Customer_Count,Amt_Exceeded_Limit_Customer_Count
Collection_Org,Collection_Org
Secured_Flag,Secured_Flag
Primary_Default_Flag_Regulated_Flag,Primary_Default_Flag_Regulated_Flag
Insurance_Flag,Insurance_Flag
Cust_Lending_Group_Num,Cust_Lending_Group_Num.
Periodic_Payment_Frequency,Periodic_Payment_Frequency
Days_To_Last_Instal_Recmd_Security_Type,Days_To_Last_Instal_Recmd_Security_Type
Last_Update_Date_Hardship_Reason,Last_Update_Date_Hardship_Reason
Last_Arrangement_Amount_Exited_Hardship,Last_Arrangement_Amount_Exited_Hardship
Age_Band_Last_Arrangement_Period,Age_Band_Last_Arrangement_Period
Product_Code,Product_Code
Product_Sub_Code,Product_Sub_Code
Cust_1_2_3_4_Account_Count_Bpay_Biller_Code_Debt_Episode_Count,Cust_1_2_3_4_Account_Count_Bpay_Biller_Code_Debt_Episode_Count
Cust_1_2_3_4_Account_Rel_Type_Aust_Post_Biller_Code_Customer_Bankrupt,Cust_1_2_3_4_Account_Rel_Type_Aust_Post_Biller_Code_Customer_Bankrupt
Expected_Payment_Date,Expected_Payment_Date
Credit_Code_Customer_Hardship,Credit_Code_Customer_Hardship
Customer_Sensitive_Pensioner,Customer_Sensitive_Pensioner
Arrears_Roll,Arrears_Roll
Case_List_Name,Case_List_Name
Recall_Date,Recall_Date
Hardship_Duration_Appr,Hardship_Duration_Appr
Hardship_Review_Date,Hardship_Review_Date
Fee_Only_Credit_Card,Fee_Only_Credit_Card
Account_Active,Account_Active
Behaviour_Score,Behaviour_Score
Behavior_Score_6_Mths_Ago,Behavior_Score_6_Mths_Ago
Debtor_1_Res_Addr_Status,Debtor_1_Res_Addr_Status
Cust_Bpay_Biller_Code,Cust_Bpay_Biller_Code
Cycle_Day,Cycle_Day
Eco_Flag,Eco_Flag
DSS_Flag,DSS_Flag
Cdl_Flag,Cdl_Flag
Cdl_Flag_Date_Added,Cdl_Flag_Date_Added
Over_Limit,Over_Limit
Score_Colour_On_Load,Score_Colour_On_Load
Intel_Ptvul_Code,Intel_Ptvul_Code
Last_Invoice_Date,Last_Invoice_Date
Ledger_File_Type,Ledger_File_Type
Assignment_Value,Assignment_Value
Original_Amount,Original_Amount
Closse_Date,Closse_Date
Noa_Date,Noa_Date
Noa_Amount,Noa_Amount
Principle_Balance,Principle_Balance
Bank_Account_Name,Bank_Account_Name
New_Postal_Address,New_Postal_Address
Blank1,Blank1
Payment_Method,Payment_Method
Settled_Date,Settled_Date
Blank2,Blank2
Contact_Details,Contact_Details
Leak_Fixed,Leak_Fixed
Leak_Issue,Leak_Issue
Solicitor_Contact,Solicitor_Contact
Date_Payment_Made,Date_Payment_Made
Receipt_No,Receipt_No
DI_Payment_Method,DI_Payment_Method
Customer_Contact_Details,Customer_Contact_Details
Mail_Returned,Mail_Returned
Billing_Disput_Issue,Billing_Disput_Issue
Billling_Dispue_Details,Billling_Dispue_Details
Patient_Crn,Patient_Crn
Primary_Card_Holder_First_Name,Primary_Card_Holder_First_Name
Primary_Card_Holder_Surname,Primary_Card_Holder_Surname
Primary_Card_Holder_Crn,Primary_Card_Holder_Crn
Dva,Dva#
Tac_Claim_No,Tac_Claim_No
Workcover_Claim_No,Workcover_Claim_No
Voc_Claim_No,Voc_Claim_No
Ambulance_Member_No,Ambulance_Member_No
Other_Claim_No,Other_Claim_No
Once_Off_Documents_Sent_Arrears_Cure_Amount,Once_Off_Documents_Sent_Arrears_Cure_Amount
Once_Off_Doc_Date_Sent,Once_Off_Doc_Date_Sent
Leak_Meter_Reading,Leak_Meter_Reading
Charges_Required_Details,Charges_Required_Details
Requested_Copy_Of_Account,Requested_Copy_Of_Account
Details_of_meter_reading,Details_of_meter_reading
Disputed_Reading,Disputed_Reading
Estimated_Reading,Estimated_Reading
New_Postal_Addr1,New_Postal_Addr1
New_Postal_Addr2,New_Postal_Addr2
New_Postal_Addr3,New_Postal_Addr3
New_Postal_Sub,New_Postal_Sub
New_Postal_State,New_Postal_State
New_Postal_Pcode,New_Postal_Pcode
Solicitor_Address_1,Solicitor_Address_1
Solicitor_Address_2,Solicitor_Address_2
Solicitor_Address_3,Solicitor_Address_3
Solicitor_Address_Sub,Solicitor_Address_Sub
Solicitor_Address_State,Solicitor_Address_State
Solicitor_Address_Pcode,Solicitor_Address_Pcode
Property_Address_Line_1,Property_Address_Line_1
Property_Address_Line_2,Property_Address_Line_2
Property_Address_Line_3,Property_Address_Line_3
Property_Suburb,Property_Suburb
Property_State,Property_State
Property_Post_Code,Property_Post_Code
